Id,Unknown0,Unknown1,Unknown2,Unknown3
"1","2.5","1","1","1"
"2","3.25","4","2","1"
"3","1.5","520","3","1"
"68","1","3","1","18"
"151","1","4","1","38"
"152","1","4","1","39"
"157","1","4","1","41"
"158","1","4","1","42"
"159","1","4","1","43"
"160","1","4","1","44"
"167","-1","0","7","50"
"168","1","4","1","51"
"169","-1","0","7","51"
"172","0.136","260","4","51"
"173","0.789","259","4","51"
"174","0.114","261","4","51"
"175","0.339","71","4","51"
"176","0.257","72","4","51"
"177","0.721","103","4","51"
"178","0.532","251","4","51"
"179","-0.162","252","4","51"
"180","0.295","70","4","51"
"181","-0.191","263","4","51"
"182","0.087","269","4","51"
"183","-0.05","253","4","51"
"184","0.107","254","4","51"
"185","-0.05","255","4","51"
"188","-1","0","7","54"
"205","-1","0","7","55"
"206","-0.239","62","4","55"
"207","-0.295","63","4","55"
"208","0.387","64","4","55"
"209","-0.375","265","4","55"
"210","-0.402","266","4","55"
"211","-0.491","267","4","55"
"212","0.891","262","4","55"
"213","0.872","102","4","55"
"214","-0.067","258","4","55"
"221","1","4","1","57"
"223","1","528","6","58"
"224","1","4","1","59"
"227","1","528","6","61"
"228","-0.35","102","4","61"
"229","-0.75","0","7","61"
"230","1","4","2","62"
"231","1","4","1","63"
"232","1","4","1","64"
"234","1","4","1","66"
"252","1","1","1","72"
"253","1","4","2","73"
"254","0.5","1152","3","74"
"255","0.5","72","5","75"
"272","1","4","1","80"
"273","1","5","1","81"
"274","-0.4","250","4","51"
"275","-0.4","104","4","51"
"276","-0.4","268","4","51"
"277","-0.4","66","4","51"
"278","-0.4","73","4","51"
"279","-0.4","250","4","38"
"280","-0.4","104","4","38"
"281","-0.4","268","4","38"
"282","-0.4","66","4","38"
"283","-0.4","73","4","38"
"284","1","4","2","60"
"285","1","4","1","84"
"286","0.25","62","4","39"
"287","0.25","266","4","39"
"288","0.1","265","4","39"
"289","0.15","267","4","39"
"290","0.05","262","4","39"
"291","0.2","63","4","39"
"292","0.2","64","4","39"
"293","0.1","102","4","39"
"294","0","258","4","39"
"295","0.35","71","4","38"
"296","0","253","4","38"
"297","0.15","260","4","38"
"298","0.55","259","4","38"
"299","0.55","263","4","38"
"300","0.3","103","4","38"
"301","0.5","251","4","38"
"302","0.05","72","4","38"
"303","0.2","254","4","38"
"304","0.45","70","4","38"
"305","0","261","4","38"
"306","0.15","255","4","38"
"307","0.05","252","4","38"
"308","0.2","269","4","38"
"309","-0.2","105","4","35"
"310","-0.2","270","4","35"
"311","0.1","65","4","35"
"312","0.4","256","4","35"
"313","0","257","4","35"
"314","-0.3","264","4","35"
"337","-0.625","72","4","97"
"338","-0.4","256","3","61"
"339","-0.75","250","4","39"
"340","-0.75","104","4","39"
"341","-0.75","268","4","39"
"342","-0.75","66","4","39"
"343","-0.75","73","4","39"
"344","-0.75","250","4","35"
"345","-0.75","104","4","35"
"346","-0.75","268","4","35"
"347","-0.75","66","4","35"
"348","-0.75","73","4","35"
"349","1","4","1","100"
"350","0","262","4","100"
"351","0","263","4","100"
"352","0","264","4","100"
"353","-1","0","7","101"
"355","1","4","1","104"
"357","1","4","1","103"
"358","1","4","1","108"
"359","1","4","1","112"
"360","0.1","8","3","113"
"361","-0.1","512","3","113"
"362","1","4","1","114"
"363","1","4","1","99"
"364","1","4","1","116"
"365","1","4","1","117"
"366","1","4","1","118"
"367","-0.4","62","4","118"
"368","-0.4","62","4","119"
"369","1","4","1","121"
"370","1","4","1","122"
"371","0.005","2012","3","122"
"372","-0.167","258","4","119"
"373","-0.167","258","4","118"
"374","1","4","1","124"
"375","1","5","1","127"
"376","1","4","1","129"
"377","1","1","1","130"
"378","1","4","1","131"
"379","1","4","1","132"
"380","1","4","1","133"
"382","1","4","1","141"
"383","1","4","1","142"
"384","1","4","1","143"
"385","1","4","1","144"
"386","1","4","1","145"
"387","1","4","2","129"
"388","1","3","1","148"
"389","1","4","2","149"
"390","1","4","1","150"
"392","1","4","1","154"
"393","1","4","1","157"
"394","0","0","4","137"
"395","1","4","1","159"
"397","1","4","1","160"
"399","1","4","1","161"
"401","1","4","1","162"
"403","1","4","1","163"
"406","1","4","1","165"
"407","1","4","1","166"
"408","1","4","1","168"
"410","1","4","1","169"
"413","1","0","2","170"
"415","1","0","1","171"
"416","1","0","2","151"
"417","1","0","1","172"
"419","1","4","1","174"
"421","1","0","1","176"
"423","1","251","4","158"
"424","0.66","252","4","158"
"425","0.45","577","4","158"
"426","1.24","103","4","158"
"427","1.8","253","4","158"
"428","1.24","254","4","158"
"429","3","255","4","158"
"430","1.8","269","4","158"
"431","0.4","70","4","158"
"432","0.17","259","4","158"
"433","1.8","260","4","158"
"434","2","261","4","158"
"435","2","263","4","158"
"436","0.1","71","4","158"
"437","0.72","72","4","158"
"439","1","4","1","178"
"441","1","1","1","179"
"442","1","0","1","180"
"443","1","4","1","181"
"444","1","4","1","182"
"446","1","4","1","184"
"447","0.12","105","4","184"
"448","0.03","270","4","184"
"449","0.18","257","4","184"
