Id,Unknown0,Unknown1,Unknown2
"159","1003","31054","2"
"160","1003","31055","0"
"161","1003","31056","1"
"162","1004","31054","2"
"163","1004","31055","0"
"164","1004","31056","1"
"165","1005","31054","2"
"166","1005","31055","0"
"167","1005","31056","1"
"168","1006","31054","2"
"169","1006","31055","0"
"170","1006","31056","1"
"171","1007","31054","2"
"172","1007","31055","0"
"173","1007","31056","1"
"174","1008","31054","2"
"175","1008","31055","0"
"176","1008","31056","1"
"177","1009","31054","2"
"178","1009","31055","0"
"179","1009","31056","1"
"180","1010","31054","2"
"181","1010","31055","0"
"182","1010","31056","1"
