Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10
"1","0","0","0","0","0","0","0","19","-1","-1","0"
"2","0","0","0","0","0","0","0","0","-1","-1","0"
"3","0","0","0","0","0","0","0","1","-1","-1","0"
"4","0","0","0","0","0","0","0","2","-1","-1","0"
"5","0","0","0","0","0","0","0","3","-1","-1","0"
"6","0","0","0","0","0","0","0","4","-1","-1","0"
"7","0","0","0","0","0","0","0","5","-1","-1","0"
"8","0","0","0","0","0","0","0","6","-1","-1","0"
"9","0","0","0","0","0","0","0","7","-1","-1","0"
"10","0","0","0","0","0","0","0","8","-1","-1","0"
"11","0","0","0","0","0","0","0","9","-1","-1","0"
"12","0","0","0","0","0","0","0","10","-1","-1","0"
"13","0","0","0","0","0","0","0","11","-1","-1","0"
"14","0","0","0","0","0","0","0","12","-1","-1","0"
"15","0","0","0","0","0","0","0","13","-1","-1","0"
"16","0","0","0","0","0","0","0","14","-1","-1","0"
"17","0","0","0","0","0","0","0","15","-1","-1","0"
"18","0","0","0","0","0","0","0","16","-1","-1","0"
"19","0","0","0","0","0","0","0","17","-1","-1","0"
"20","0","0","0","0","0","0","0","18","-1","-1","0"
"22","0","0","0","0","0","0","0","20","-1","-1","0"
"23","0","0","0","0","0","0","0","21","-1","-1","0"
"24","0","0","0","0","0","0","0","22","-1","-1","0"
"25","0","0","0","0","0","0","0","23","-1","-1","0"
"26","0","0","0","0","0","0","0","24","-1","-1","0"
"27","0","0","0","0","0","0","0","25","-1","-1","0"
"28","0","0","0","0","0","0","0","26","-1","-1","0"
"29","0","0","0","0","0","0","0","27","-1","-1","0"
"30","0","0","0","0","0","0","0","28","-1","-1","0"
"31","0","0","0","0","0","0","0","29","-1","-1","0"
"32","0","0","0","0","0","0","0","30","-1","-1","0"
"33","0","0","0","0","0","0","0","31","-1","-1","0"
"34","0","0","0","0","0","0","0","32","-1","-1","0"
"35","0","0","0","0","0","0","0","33","-1","-1","0"
"36","0","0","0","0","0","0","0","34","-1","-1","0"
"37","0","0","0","0","0","0","0","35","-1","-1","0"
"38","0","0","0","0","0","0","0","36","-1","-1","0"
"39","0","0","0","0","0","0","0","37","-1","-1","0"
"40","0","0","0","0","0","0","0","38","-1","-1","0"
"41","0","0","0","0","0","0","0","39","-1","-1","0"
"42","0","0","0","0","0","0","0","40","-1","-1","0"
"43","0","0","0","0","0","0","0","41","-1","-1","0"
"44","0","0","0","0","0","0","0","42","-1","-1","0"
"45","0","0","0","0","0","0","0","43","-1","-1","0"
"46","0","0","0","0","0","0","0","44","-1","-1","0"
"47","0","0","0","0","0","0","0","45","-1","-1","0"
"48","0","0","0","0","0","0","0","46","-1","-1","0"
"49","0","0","0","0","0","0","0","47","-1","-1","0"
"50","0","0","0","0","0","0","0","48","-1","-1","0"
"51","0","0","0","0","0","0","0","49","-1","-1","0"
"52","0","0","0","0","0","0","0","50","-1","-1","0"
"53","0","0","0","0","0","0","0","51","-1","-1","0"
"54","0","0","0","0","0","0","0","52","-1","-1","0"
"55","0","0","0","0","0","0","0","53","-1","-1","0"
"56","0","0","0","0","0","0","0","54","-1","-1","0"
"57","0","0","0","0","0","0","2","-1","-1","-1","0"
"59","0","0","0","0","2","8","0","19","-1","-1","2244"
"60","0","1","0","0","0","2","0","21","0","22","0"
"61","0","1","0","0","0","2","0","48","0","47","0"
"62","0","1","102","103","0","2","3","-1","3","-1","0"
"67","1","0","0","0","2","5","-1","-1","-1","-1","0"
"68","0","0","0","0","1","12","0","19","-1","-1","0"
"72","0","0","0","0","2","8","0","19","-1","-1","0"
"75","0","0","0","0","1","12","0","-1","-1","-1","0"
"77","0","0","0","0","1","4","-1","-1","-1","-1","0"
"78","0","0","0","0","2","1","-1","-1","-1","-1","0"
"79","0.5","0","0","0","0","1","0","22","0","21","0"
"80","3","0.6","0","0","0","3","0","34","1","34","0"
"81","0","0","0","0","1","10","1","34","0","34","0"
"82","0","0","0","0","2","0","0","34","-1","-1","0"
"87","0","0","0","0","1","10","2","-1","1","34","0"
"89","0","0","0","0","0","7","0","34","0","19","0"
"90","0","0","0","0","2","12","0","19","-1","-1","0"
"93","0","0","0","0","2","14","0","-1","-1","-1","0"
"212","0","0","0","0","0","0","4","-1","-1","-1","0"
"254","0","0","0","0","1","1","0","-1","-1","-1","0"
"293","0","0","0","0","1","0","-1","-1","-1","-1","0"
"295","1","0","0","0","0","1","0","19","2","-1","0"
"298","0","0","0","0","1","13","0","20","-1","-1","0"
"304","5","0","0","0","2","11","0","17","-1","-1","0"
"306","0","0","0","0","0","0","0","-1","-1","-1","0"
"307","0.5","0","0","0","0","1","0","21","0","22","0"
"311","3","0","0","0","2","5","-1","-1","-1","-1","0"
"314","0","0","0","0","1","1","0","19","-1","-1","0"
"317","0","1","100","0","0","2","3","-1","0","19","0"
"319","0","0","0","0","0","1","0","19","1","19","0"
"322","0","0","0","0","0","5","0","1","0","-1","0"
"327","0.5","0","0","0","0","1","0","32","0","33","0"
"332","0.5","0","0","0","0","1","0","33","0","32","0"
"353","180","0","0","0","1","4","-1","-1","-1","-1","0"
"354","0","1","0","0","0","2","0","19","0","1","0"
"360","0","1","0","0","0","2","0","19","0","2","0"
"363","0","0","0","0","1","10","0","34","1","34","0"
"395","0","0","0","0","2","2","0","-1","-1","-1","0"
"403","0","0","0","0","1","10","0","19","1","19","0"
"404","0.5","0","0","0","0","4","3","-1","-1","-1","0"
"405","0","1","0","0","0","2","0","6","0","4","0"
"406","0","1","0","0","0","2","0","4","0","21","0"
"408","0","1","0","0","0","2","0","5","0","3","0"
"409","0","1","0","0","0","2","0","3","0","22","0"
"426","0.5","0.5","0","0","0","3","0","34","1","34","0"
"428","0","0","0","0","0","1","0","34","0","34","0"
"430","0","0","0","0","1","1","4","-1","-1","-1","0"
"434","0","0","0","0","0","5","0","2","0","-1","0"
"442","350","1","0","0","0","6","0","19","-1","-1","0"
"447","0","0","0","0","1","12","0","20","-1","-1","0"
"459","0.01","0","0","0","0","1","0","34","1","34","0"
"537","0","0","0","0","1","1","0","34","-1","-1","0"
"598","0","0","0","0","0","5","0","0","0","2","0"
"633","0","0","0","0","2","11","0","34","-1","-1","0"
"646","0","0","0","0","1","10","0","-1","1","-1","0"
"656","0","0","0","0","1","12","0","1","-1","-1","0"
"659","0.5","0","0","0","0","1","0","34","0","19","0"
"660","0","0","0","0","0","5","0","20","0","20","0"
"670","0","0","0","0","0","5","0","17","0","17","0"
"674","0","0","0","0","0","5","0","34","0","20","0"
"677","0","0","0","0","1","10","1","19","0","19","0"
"678","0","0","0","0","0","0","1","34","-1","-1","0"
"680","0","0","0","0","0","0","2","19","-1","-1","0"
"681","0","0","0","0","0","0","1","19","-1","-1","0"
"688","0","0","0","0","0","5","0","19","0","19","0"
"696","100","0","0","0","1","15","0","19","-1","-1","0"
"697","250","0","0","0","0","6","0","19","-1","-1","0"
"724","0","0","0","0","1","13","0","19","-1","-1","0"
"728","0","0","0","0","1","13","0","-1","-1","-1","0"
"747","0","0","0","0","1","10","4","19","1","19","0"
"748","0","0","0","0","0","0","1","17","-1","-1","0"
"759","0","0","0","0","0","7","0","22","0","19","0"
"761","0","0","0","0","0","7","0","21","0","19","0"
"772","0","0","0","0","2","2","0","1","-1","-1","0"
"773","0","0","0","0","1","1","0","1","-1","-1","0"
"778","0","0","0","0","0","5","0","19","0","17","0"
"780","0","0","0","0","1","10","1","11","0","20","0"
"781","0","0","0","0","0","0","1","11","-1","-1","0"
"797","0.6","0","0","0","0","1","0","18","0","19","0"
"799","350","0.5","0","0","0","6","0","53","-1","-1","0"
"803","0","0","0","0","2","2","0","19","-1","-1","0"
"806","0.25","0","0","0","0","1","0","34","0","19","0"
"851","0","0","0","0","0","0","0","55","-1","-1","0"
"897","90","1.7","0","0","0","6","0","19","-1","-1","0"
"914","300","0","0","0","1","15","0","19","-1","-1","0"
"917","350","2","0","0","0","6","0","19","-1","-1","0"
"940","0","0","0","1","0","7","0","19","3","-1","0"
"944","0.1","0","0","0","2","5","-1","-1","-1","-1","0"
"950","0","0","419","420","2","4","3","-1","3","-1","0"
"21","0","0","0","0","0","0","0","19","-1","-1","0"
"70","0","0","0","0","0","0","0","19","-1","-1","0"
"76","0","0","0","0","0","0","0","19","-1","-1","0"
"83","0","0","0","0","0","0","0","19","-1","-1","0"
"84","0","0","0","0","0","0","0","19","-1","-1","0"
"92","0","0","0","0","0","0","0","19","-1","-1","0"
"94","0","0","0","0","0","0","0","19","-1","-1","0"
"373","0","0","0","0","0","0","0","19","-1","-1","0"
"376","0","0","0","0","0","0","0","19","-1","-1","0"
"441","0","0","0","0","0","0","0","19","-1","-1","0"
"469","0","0","0","0","0","0","0","19","-1","-1","0"
"655","0","0","0","0","0","0","0","19","-1","-1","0"
"661","0","0","0","0","0","0","0","19","-1","-1","0"
"700","0","0","0","0","0","0","0","19","-1","-1","0"
"717","0","0","0","0","0","0","0","19","-1","-1","0"
"729","0","0","0","0","0","0","0","19","-1","-1","0"
"738","0","0","0","0","0","0","0","19","-1","-1","0"
"790","0","0","0","0","0","0","0","19","-1","-1","0"
"792","0","0","0","0","0","0","0","19","-1","-1","0"
"809","0","0","0","0","0","0","0","19","-1","-1","0"
"813","0","0","0","0","0","0","0","19","-1","-1","0"
"817","0","0","0","0","0","0","0","19","-1","-1","0"
"819","0","0","0","0","0","0","0","19","-1","-1","0"
"821","0","0","0","0","0","0","0","19","-1","-1","0"
"838","0","0","0","0","0","0","0","19","-1","-1","0"
"927","0","0","0","0","0","0","0","19","-1","-1","0"
"949","0","0","0","0","0","0","0","19","-1","-1","0"
"648","0","0","0","0","0","0","0","0","-1","-1","0"
"669","0","0","0","0","0","0","0","0","-1","-1","0"
"869","0","0","0","0","0","0","0","0","-1","-1","0"
"385","0","0","0","0","0","0","0","1","-1","-1","0"
"400","0","0","0","0","0","0","0","1","-1","-1","0"
"657","0","0","0","0","0","0","0","1","-1","-1","0"
"769","0","0","0","0","0","0","0","1","-1","-1","0"
"771","0","0","0","0","0","0","0","1","-1","-1","0"
"849","0","0","0","0","0","0","0","1","-1","-1","0"
"386","0","0","0","0","0","0","0","2","-1","-1","0"
"402","0","0","0","0","0","0","0","2","-1","-1","0"
"753","0","0","0","0","0","0","0","2","-1","-1","0"
"848","0","0","0","0","0","0","0","2","-1","-1","0"
"846","0","0","0","0","0","0","0","3","-1","-1","0"
"845","0","0","0","0","0","0","0","4","-1","-1","0"
"705","0","0","0","0","0","0","0","5","-1","-1","0"
"874","0","0","0","0","0","0","0","5","-1","-1","0"
"538","0","0","0","0","0","0","0","6","-1","-1","0"
"703","0","0","0","0","0","0","0","6","-1","-1","0"
"873","0","0","0","0","0","0","0","6","-1","-1","0"
"858","0","0","0","0","0","0","0","7","-1","-1","0"
"857","0","0","0","0","0","0","0","8","-1","-1","0"
"854","0","0","0","0","0","0","0","9","-1","-1","0"
"853","0","0","0","0","0","0","0","10","-1","-1","0"
"852","0","0","0","0","0","0","0","11","-1","-1","0"
"837","0","0","0","0","0","0","0","12","-1","-1","0"
"946","0","0","0","0","0","0","0","12","-1","-1","0"
"872","0","0","0","0","0","0","0","13","-1","-1","0"
"871","0","0","0","0","0","0","0","14","-1","-1","0"
"387","0","0","0","0","0","0","0","15","-1","-1","0"
"418","0","0","0","0","0","0","0","15","-1","-1","0"
"844","0","0","0","0","0","0","0","15","-1","-1","0"
"340","0","0","0","0","0","0","0","16","-1","-1","0"
"388","0","0","0","0","0","0","0","16","-1","-1","0"
"811","0","0","0","0","0","0","0","16","-1","-1","0"
"843","0","0","0","0","0","0","0","16","-1","-1","0"
"303","0","0","0","0","0","0","0","17","-1","-1","0"
"337","0","0","0","0","0","0","0","17","-1","-1","0"
"652","0","0","0","0","0","0","0","17","-1","-1","0"
"725","0","0","0","0","0","0","0","17","-1","-1","0"
"731","0","0","0","0","0","0","0","17","-1","-1","0"
"840","0","0","0","0","0","0","0","17","-1","-1","0"
"379","0","0","0","0","0","0","0","18","-1","-1","0"
"862","0","0","0","0","0","0","0","18","-1","-1","0"
"313","0","0","0","0","0","0","0","20","-1","-1","0"
"415","0","0","0","0","0","0","0","20","-1","-1","0"
"425","0","0","0","0","0","0","0","20","-1","-1","0"
"431","0","0","0","0","0","0","0","20","-1","-1","0"
"433","0","0","0","0","0","0","0","20","-1","-1","0"
"448","0","0","0","0","0","0","0","20","-1","-1","0"
"470","0","0","0","0","0","0","0","20","-1","-1","0"
"676","0","0","0","0","0","0","0","20","-1","-1","0"
"802","0","0","0","0","0","0","0","20","-1","-1","0"
"850","0","0","0","0","0","0","0","20","-1","-1","0"
"333","0","0","0","0","0","0","0","21","-1","-1","0"
"335","0","0","0","0","0","0","0","21","-1","-1","0"
"370","0","0","0","0","0","0","0","21","-1","-1","0"
"464","0","0","0","0","0","0","0","21","-1","-1","0"
"694","0","0","0","0","0","0","0","21","-1","-1","0"
"880","0","0","0","0","0","0","0","21","-1","-1","0"
"922","0","0","0","0","0","0","0","21","-1","-1","0"
"286","0","0","0","0","0","0","0","22","-1","-1","0"
"461","0","0","0","0","0","0","0","22","-1","-1","0"
"462","0","0","0","0","0","0","0","22","-1","-1","0"
"463","0","0","0","0","0","0","0","22","-1","-1","0"
"735","0","0","0","0","0","0","0","22","-1","-1","0"
"774","0","0","0","0","0","0","0","22","-1","-1","0"
"881","0","0","0","0","0","0","0","22","-1","-1","0"
"875","0","0","0","0","0","0","0","23","-1","-1","0"
"903","0","0","0","0","0","0","0","23","-1","-1","0"
"876","0","0","0","0","0","0","0","24","-1","-1","0"
"905","0","0","0","0","0","0","0","24","-1","-1","0"
"877","0","0","0","0","0","0","0","25","-1","-1","0"
"901","0","0","0","0","0","0","0","25","-1","-1","0"
"866","0","0","0","0","0","0","0","26","-1","-1","0"
"867","0","0","0","0","0","0","0","27","-1","-1","0"
"868","0","0","0","0","0","0","0","28","-1","-1","0"
"863","0","0","0","0","0","0","0","29","-1","-1","0"
"859","0","0","0","0","0","0","0","30","-1","-1","0"
"860","0","0","0","0","0","0","0","31","-1","-1","0"
"855","0","0","0","0","0","0","0","32","-1","-1","0"
"856","0","0","0","0","0","0","0","33","-1","-1","0"
"297","0","0","0","0","0","0","0","34","-1","-1","0"
"315","0","0","0","0","0","0","0","34","-1","-1","0"
"336","0","0","0","0","0","0","0","34","-1","-1","0"
"343","0","0","0","0","0","0","0","34","-1","-1","0"
"380","0","0","0","0","0","0","0","34","-1","-1","0"
"465","0","0","0","0","0","0","0","34","-1","-1","0"
"467","0","0","0","0","0","0","0","34","-1","-1","0"
"468","0","0","0","0","0","0","0","34","-1","-1","0"
"635","0","0","0","0","0","0","0","34","-1","-1","0"
"708","0","0","0","0","0","0","0","34","-1","-1","0"
"727","0","0","0","0","0","0","0","34","-1","-1","0"
"842","0","0","0","0","0","0","0","34","-1","-1","0"
"893","0","0","0","0","0","0","0","34","-1","-1","0"
"931","0","0","0","0","0","0","0","34","-1","-1","0"
"847","0","0","0","0","0","0","0","35","-1","-1","0"
"841","0","0","0","0","0","0","0","36","-1","-1","0"
"382","0","0","0","0","0","0","0","37","-1","-1","0"
"383","0","0","0","0","0","0","0","37","-1","-1","0"
"879","0","0","0","0","0","0","0","37","-1","-1","0"
"352","0","0","0","0","0","0","0","38","-1","-1","0"
"439","0","0","0","0","0","0","0","38","-1","-1","0"
"740","0","0","0","0","0","0","0","38","-1","-1","0"
"878","0","0","0","0","0","0","0","38","-1","-1","0"
"883","0","0","0","0","0","0","0","39","-1","-1","0"
"884","0","0","0","0","0","0","0","40","-1","-1","0"
"885","0","0","0","0","0","0","0","41","-1","-1","0"
