Id,Unknown0
"1","Foothold in a Savage Land"
"18","Siege of Bladespire Citadel"
"19","Defense of Wor'gol"
"20","Ga'nar's Vengeance"
"21","Thunder's Fall"
"22","The Battle of Thunder Pass"
"23","Establishing your Outpost"
"24","The Battle for Shattrath"
"25","The Plight of the Arakkoa"
"26","In the Shadows of Auchindoun"
"27","Against the Warsong"
"29","The Throne of the Elements"
"34","Shadows Gather"
"35","Admiral Taylor's Garrison"
"37","Secrets of the Talonpriests"
"38","The Gods of Arak"
"40","Shadows Awaken"
"41","The Exarch Council"
"42","Botani In Bloom"
"43","The Dark Side of the Moon"
"44","The Light of Karabor"
"45","Ending the Gloom"
"46","Legacy of the Apexis"
"47","Terokk's Legend"
"48","Establishing Axefall"
"49","Securing Southport"
"50","Pinchwhistle Gearworks"
"51","When the Raven Swallows the Day"
"52","We Need An Outpost"
"53","Supporting Your Garrison"
"55","In the Land of Giants"
"57","Establish a Foothold"
"58","On the Shadow's Trail"
"60","The Dark Portal"
"61","The Bleeding Hollow"
"62","The Shattered Hand"
"63","The Shadowmoon"
"64","The Blackrock"
"65","Escape From Tanaan"
"68","The Iron Approach"
"70","Garrison Campaign"
"82","In Pursuit of the Tidestone"
"86","The Silver Hand"
"87","The Ashbringer"
"89","Riverbend"
"90","The Key to Defeating the Legion"
"93","Skyhorn Tribe"
"94","Legion Blacksmithing"
"95","Legion Mining"
"96","Legion Tailoring"
"97","Legion Alchemy"
"121","Gorefiend"
"123","The Search for Iskar"
"124","Gul'dan Finale"
"127","The Forsaken Fleet"
"128","Wreck of the Skyfire"
"129","The Trial of Might"
"130","Greymane's Gambit"
"132","The Trial of Will"
"134","The Trial of Valor"
"135","To Helheim and Back"
"136","The Secret of the Shieldmaidens"
"138","The Champion of Stormheim"
"139","Docks Intro and Shipyard Tutorial - Horde"
"140","Docks Intro and Shipyard Tutorial - Alliance"
"141","Tanaan Invasion - Horde"
"142","Tanaan Invasion - Alliance"
"143","Snowblind Mesa"
"144","Rivermane Tribe"
"145","The Bloodtotem Tribe"
"146","Huln's War"
"148","Secrets of Highmountain"
"149","The Uncrowned"
"150","Vault of the Wardens"
"152","Nightfall"
"153","Kel'danath's Legacy"
"154","The Telemancer"
"155","Feeding Shal'Aran"
"156","Masquerade"
"158","An Ancient Gift"
"159","The Twinblades of the Deceiver"
"160","The Aldrachi Warblades"
"161","The Illidari"
"162","The Dreadblades"
"163","The Fangs of the Devourer"
"164","G'Hanir, the Mother Tree"
"165","Titanstrike"
"166","Aluneth, Greatstaff of the Magna"
"167","The Claws of Ursoc"
"168","The Blades of the Fallen Prince"
"169","The Maw of the Damned"
"170","The Ebon Blade"
"171","The Dreamgrove"
"172","The Broken Temple"
"173","Legacy of the Windrunners"
"174","The Unseen Path"
"175","Legion Enchanting"
"176","Legion Engineering"
"177","Legion Inscription"
"178","Legion Jewelcrafting"
"179","Legion Leatherworking"
"180","Legion Herbalism"
"181","Legion Skinning"
"182","Legion Archaeology"
"183","The Kingslayers"
