Id,Unknown0
"3","GarrBuilding_Barn_1_A"
"4","GarrBuilding_Blacksmith_1_A"
"5","GarrBuilding_Blacksmith_1_H"
"6","GarrBuilding_Inn_1_A"
"7","GarrBuilding_Inn_1_H"
"8","GarrBuilding_LumberMill_1_H"
"9","GarrBuilding_LumberMill_1_A"
"10","Garr_Map_Shadowmoon1_A"
"11","Garr_Map_Shadowmoon2_A"
"12","Garr_Map_Shadowmoon3_A"
"14","GarrBuilding_Armory_1_A"
"15","GarrBuilding_Armory_1_H"
"16","GarrBuilding_Armory_2_A"
"17","GarrBuilding_Armory_3_A"
"18","GarrBuilding_Armory_2_H"
"19","GarrBuilding_Armory_3_H"
"20","GarrBuilding_Alchemy_1_A"
"21","GarrBuilding_Alchemy_2_A"
"22","GarrBuilding_Alchemy_3_A"
"23","GarrBuilding_Alchemy_1_H"
"24","GarrBuilding_Alchemy_2_H"
"25","GarrBuilding_Alchemy_3_H"
"26","GarrBuilding_Barn_3_A"
"28","GarrBuilding_MageTower_1_A"
"29","GarrBuilding_MageTower_2_A"
"30","GarrBuilding_MageTower_3_A"
"31","GarrBuilding_Inn_2_A"
"32","GarrBuilding_Inn_3_A"
"33","GarrBuilding_Mine_1_A"
"34","GarrBuilding_Mine_2_A"
"35","GarrBuilding_Mine_3_A"
"36","GarrBuilding_Barracks_1_A"
"37","GarrBuilding_Barracks_2_A"
"38","GarrBuilding_Barracks_3_A"
"39","GarrBuilding_Engineering_1_A"
"40","GarrBuilding_Engineering_2_A"
"41","GarrBuilding_Engineering_3_A"
"42","Capacitance-Blacksmithing"
"43","Capacitance-Alchemy"
"44","Capacitance-Enchanting"
"45","Capacitance-Inscription"
"46","Capacitance-Jewelcrafting"
"47","Capacitance-Engineering"
"48","Capacitance-Mining"
"49","Capacitance-Leatherworking"
"50","Capacitance-Herbalism"
"51","Capacitance-Skinning"
"52","Capacitance-Tailoring"
"53","Garr_Map_Frostfire1_H"
"54","Garr_Map_Frostfire2_H"
"55","Garr_Map_Frostfire3_H"
"57","GarrBuilding_Barn_2_A"
"59","GarrBuilding_Farm_1_A"
"60","GarrBuilding_Farm_2_A"
"61","GarrBuilding_Farm_3_A"
"62","GarrBuilding_LumberMill_2_A"
"63","GarrBuilding_LumberMill_3_A"
"64","GarrBuilding_SalvageYard_1_A"
"65","GarrBuilding_SparringArena_1_A"
"66","GarrBuilding_SparringArena_2_A"
"67","GarrBuilding_SparringArena_3_A"
"68","GarrBuilding_Stables_1_A"
"69","GarrBuilding_Stables_2_A"
"70","GarrBuilding_Stables_3_A"
"71","GarrBuilding_Storehouse_1_A"
"72","GarrBuilding_TradingPost_1_A"
"73","GarrBuilding_TradingPost_2_A"
"74","GarrBuilding_TradingPost_3_A"
"75","Garr_Map_Frostfire4_H"
"76","Garr_Map_Shadowmoon4_A"
"77","GarrBuilding_Jewelcrafting_1_A"
"78","GarrBuilding_Jewelcrafting_2_A"
"79","GarrBuilding_Jewelcrafting_3_A"
"80","GarrBuilding_Enchanting_1_A"
"81","GarrBuilding_Enchanting_2_A"
"82","GarrBuilding_Enchanting_3_A"
"83","GarrBuilding_Blacksmith_2_A"
"84","GarrBuilding_Blacksmith_3_A"
"85","GarrBuilding_Fishing_1_A"
"86","GarrBuilding_Fishing_2_A"
"87","GarrBuilding_Fishing_3_A"
"88","GarrBuilding_Workshop_1_A"
"89","GarrBuilding_Workshop_2_A"
"90","GarrBuilding_Workshop_3_A"
"91","GarrBuilding_Tailoring_1_A"
"92","GarrBuilding_Tailoring_2_A"
"93","GarrBuilding_Tailoring_3_A"
"94","GarrBuilding_Inscription_1_A"
"95","GarrBuilding_Inscription_2_A"
"96","GarrBuilding_Inscription_3_A"
"97","GarrBuilding_Leatherworking_1_A"
"98","GarrBuilding_Leatherworking_2_A"
"99","GarrBuilding_Leatherworking_3_A"
"100","GarrBuilding_PetStable_1_A"
"101","GarrMissionLocation-FrostfireRidge"
"102","GarrMissionLocation-TannanJungle"
"103","GarrMissionLocation-Gorgrond"
"104","GarrMissionLocation-Nagrand"
"105","GarrMissionLocation-Talador"
"106","GarrMissionLocation-ShadowmoonValley"
"107","GarrMissionLocation-SpiresofArak"
"111","GarrBuilding_Tailoring_1_H"
"112","GarrBuilding_Tailoring_2_H"
"113","GarrBuilding_Tailoring_3_H"
"114","GarrBuilding_Leatherworking_1_H"
"115","GarrBuilding_Leatherworking_2_H"
"116","GarrBuilding_Leatherworking_3_H"
"117","GarrBuilding_Jewelcrafting_1_H"
"118","GarrBuilding_Jewelcrafting_2_H"
"119","GarrBuilding_Jewelcrafting_3_H"
"120","GarrBuilding_Inscription_1_H"
"121","GarrBuilding_Inscription_2_H"
"122","GarrBuilding_Inscription_3_H"
"123","GarrBuilding_Engineering_1_H"
"124","GarrBuilding_Engineering_2_H"
"125","GarrBuilding_Engineering_3_H"
"126","GarrBuilding_Enchanting_1_H"
"127","GarrBuilding_Enchanting_2_H"
"128","GarrBuilding_Enchanting_3_H"
"129","GarrBuilding_Blacksmith_2_H"
"130","GarrBuilding_Blacksmith_3_H"
"131","GarrBuilding_Barn_1_H"
"132","GarrBuilding_Barn_2_H"
"133","GarrBuilding_Barn_3_H"
"134","GarrBuilding_Fishing_1_H"
"135","GarrBuilding_Fishing_2_H"
"136","GarrBuilding_Fishing_3_H"
"137","GarrBuilding_Farm_1_H"
"138","GarrBuilding_Inn_2_H"
"139","GarrBuilding_Inn_3_H"
"140","GarrBuilding_Storehouse_1_H"
"141","GarrBuilding_SalvageYard_1_H"
"142","GarrBuilding_Barracks_1_H"
"143","GarrBuilding_Barracks_2_H"
"144","GarrBuilding_Barracks_3_H"
"145","GarrBuilding_SparringArena_1_H"
"146","GarrBuilding_SparringArena_2_H"
"147","GarrBuilding_SparringArena_3_H"
"148","GarrBuilding_MageTower_1_H"
"149","GarrBuilding_MageTower_2_H"
"150","GarrBuilding_MageTower_3_H"
"151","GarrBuilding_Stables_1_H"
"152","GarrBuilding_Stables_2_H"
"153","GarrBuilding_Stables_3_H"
"154","GarrBuilding_TradingPost_1_H"
"155","GarrBuilding_TradingPost_2_H"
"156","GarrBuilding_TradingPost_3_H"
"157","GarrBuilding_Workshop_1_H"
"158","GarrBuilding_Workshop_2_H"
"159","GarrBuilding_Workshop_3_H"
"160","GarrBuilding_Mine_1_H"
"161","GarrBuilding_LumberMill_2_H"
"162","GarrBuilding_LumberMill_3_H"
"163","GarrBuilding_PetStable_1_H"
"164","GarrMissionLocation-BlackrockMountain"
"165","GarrMissionLocation-TannanSea"
"166","Ships_GalleonH"
"167","Ships_TroopTransport"
"168","Ships_EnemyTroopTransport"
"169","Ships_Dreadnaught"
"170","Ships_EnemyDreadnaught"
"171","Ships_SubmarineH"
"172","Ships_EnemySubmarineH"
"173","Ships_SubmarineA"
"174","ShipMissionIcon-Combat"
"175","ShipMissionIcon-Oil"
"176","ShipMissionIcon-SiegeA"
"177","ShipMissionIcon-SiegeH"
"178","ShipMissionIcon-Training"
"179","ShipMissionIcon-Treasure"
"180","Ships_EnemyGalleonH"
"181","Ships_GalleonA"
"182","Ships_EnemyGalleonA"
"183","Ships_CargoShip"
"184","Ships_EnemyCargoShip"
"185","Ships_Carrier"
"186","Ships_EnemyCarrier"
"187","NavalMap-Horde"
"188","NavalMap-Alliance"
"189","NavalMap-IronHorde"
"190","NavalMap-OpenWaters"
"199","Ships_CarrierA"
"200","Ships_CarrierH"
"201","Ships_EnemyCarrierA"
"202","Ships_EnemyCarrierH"
"203","GarrMissionLocation-FrostfireSea"
"204","GarrMissionLocation-ShadowmoonSea"
"205","GarrMissionLocation-NagrandSea"
"206","Artifacts-DemonHunter"
"207","Artifacts-Paladin"
"208","Artifacts-MageArcane"
"209","Ships_EnemySubmarineA"
"210","Ships_EnemyDreadnaughtA"
"211","Ships_EnemyDreadnaughtH"
"212","Ships_DreadnaughtA"
"213","Ships_DreadnaughtH"
"214","Artifacts-DeathKnightFrost"
"215","Artifacts-Warrior"
"216","Artifacts-Rogue"
"217","Artifacts-Druid"
"218","NavalMap-LargeBonusCircle"
"219","NavalMap-SmallBonusCircle"
"220","ShipMissionIcon-Bonus"
"221","ShipMissionIcon-Legendary"
"223","ShipMissionIcon-SiegeIHH"
"224","ShipMissionIcon-SiegeIHA"
"225","Artifacts-Shaman"
