Id,Unknown0,Unknown1,Unknown2,Unknown3
"1","400","100","90","1"
"2","800","200","91","1"
"3","1200","300","92","1"
"4","1600","400","93","1"
"5","2000","500","94","1"
"6","3000","600","95","1"
"7","3500","700","96","1"
"8","4000","800","97","1"
"9","5400","900","98","1"
"10","6000","1000","99","1"
"18","0","1800","100","1"
"29","0","0","100","2"
"30","0","0","110","4"
"31","200","100","100","4"
"32","400","200","101","4"
"33","600","300","102","4"
"34","800","400","103","4"
"35","1000","500","104","4"
"36","1500","600","105","4"
"37","1750","700","106","4"
"38","2000","800","107","4"
"39","2700","900","108","4"
"40","3000","1000","109","4"
