Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9
"21","0","1","0","0","3","0","0","1","-1","0"
"22","0","1","0","1","3","2","0","0","-1","0"
"23","0","1","0","2","3","3","0","0","-1","0"
"24","0","1","0","3","3","4","0","0","-1","0"
"25","0","1","0","4","3","5","0","0","-1","0"
"26","0","1","0","5","3","6","0","0","-1","0"
"27","0","1","0","6","3","7","0","0","-1","0"
"28","0","1","0","7","3","8","0","0","-1","0"
"29","0","1","0","8","3","9","0","0","-1","0"
"30","0","1","0","9","3","10","0","0","-1","0"
"31","0","1","0","10","3","11","0","0","-1","0"
"32","0","1","0","11","3","12","0","0","-1","0"
"34","0","1","1","0","3","2","0","0","-1","0"
"35","0","1","1","1","3","3","0","0","-1","0"
"36","0","1","1","2","3","4","0","0","-1","0"
"37","0","1","1","3","3","5","0","0","-1","0"
"38","0","1","1","4","3","6","0","0","-1","0"
"39","0","1","1","5","3","7","0","0","-1","0"
"40","0","1","1","6","3","8","0","0","-1","0"
"41","0","1","1","7","3","9","0","0","-1","0"
"42","0","1","1","8","3","10","0","0","-1","0"
"43","0","1","1","9","3","11","0","0","-1","0"
"44","0","1","1","10","3","12","0","0","-1","0"
"45","0","1","1","11","3","13","0","0","-1","0"
"46","0","1","1","12","3","14","0","0","-1","0"
"47","0","1","1","13","3","15","0","0","-1","0"
"48","0","1","1","14","3","16","0","0","-1","0"
"49","0","1","1","15","3","17","0","0","-1","0"
"50","0","1","1","16","3","18","0","0","-1","0"
"51","0","1","1","17","3","19","0","0","-1","0"
"52","0","1","1","18","3","20","0","0","-1","0"
"53","0","2","0","0","3","0","0","1","-1","0"
"54","0","2","0","1","3","2","0","0","-1","0"
"55","0","2","0","2","3","3","0","0","-1","0"
"56","0","2","0","3","3","4","0","0","-1","0"
"57","0","2","0","4","3","5","0","0","-1","0"
"58","0","2","0","5","3","6","0","0","-1","0"
"59","0","2","0","6","3","7","0","0","-1","0"
"60","0","2","1","0","3","2","0","0","-1","0"
"61","0","2","1","1","3","3","0","0","-1","0"
"62","0","2","1","2","3","4","0","0","-1","0"
"63","0","2","1","3","3","5","0","0","-1","0"
"64","0","2","1","4","3","6","0","0","-1","0"
"65","0","2","1","5","3","7","0","0","-1","0"
"66","0","2","1","6","3","8","0","0","-1","0"
"69","0","6","0","0","3","2","0","0","-1","0"
"70","0","6","0","1","3","3","0","0","-1","0"
"71","0","6","0","2","3","4","0","0","-1","0"
"72","0","6","0","3","3","5","0","0","-1","0"
"73","0","6","0","4","3","6","0","0","-1","0"
"74","0","6","0","5","3","7","0","0","-1","0"
"75","0","6","0","6","3","8","0","0","-1","0"
"76","0","6","0","7","3","9","0","0","-1","0"
"78","0","6","1","0","3","2","0","0","-1","0"
"79","0","6","1","1","3","3","0","0","-1","0"
"80","0","6","1","2","3","4","0","0","-1","0"
"81","0","6","1","3","3","5","0","0","-1","0"
"82","0","6","1","4","3","6","0","0","-1","0"
"85","0","3","0","0","3","0","0","1","-1","0"
"86","0","3","0","1","3","2","0","0","-1","0"
"87","0","3","0","2","3","3","0","0","-1","0"
"88","0","3","0","3","3","4","0","0","-1","0"
"89","0","3","0","4","3","5","0","0","-1","0"
"90","0","3","0","5","3","6","0","0","-1","0"
"91","0","3","0","6","3","7","0","0","-1","0"
"92","0","3","0","7","3","8","0","0","-1","0"
"93","0","3","0","8","3","9","0","0","-1","0"
"94","0","3","0","9","3","10","0","0","-1","0"
