Id,Unknown0
"21","34028"
"22","33978"
"23","32759"
"24","33585"
"25","34925"
"26","20425"
"27","19566"
"28","19568"
"29","19569"
"30","19567"
"31","19518"
"32","20426"
"33","19520"
"34","19519"
"35","19521"
"36","34935"
"37","18606"
"40","29093"
"41","32653"
"42","20132"
"43","33578"
"44","32947"
"45","32948"
"46","27654"
"47","27644"
"48","29266"
"49","28247"
"50","29373"
"51","28246"
"52","28553"
"53","33580"
"54","27832"
"55","27833"
"56","27786"
"57","27809"
"58","34905"
"59","19528"
"60","19529"
"61","35713"
"62","19527"
"63","19526"
"64","20131"
"65","35326"
"66","35327"
"67","34049"
"68","34579"
"69","34163"
"70","34576"
"71","34162"
"72","34577"
"73","33832"
"74","34578"
"75","34050"
"76","34580"
"77","33047"
"78","34527"
"79","34541"
"80","34929"
"81","34557"
"82","19581"
"83","19578"
"84","19580"
"85","29375"
"86","18243"
"87","29465"
"88","18247"
"89","29466"
"90","18244"
"91","29467"
"92","18241"
"93","29468"
"94","34349"
"95","34894"
"96","34397"
"97","33566"
"98","34008"
"99","16531"
"100","16530"
"101","22843"
"102","22862"
"103","16494"
"104","16496"
"105","22863"
"106","22852"
"107","17576"
"108","17577"
"109","22865"
"110","22855"
"111","29600"
"112","29601"
"113","22864"
"114","16498"
"115","16499"
"116","22856"
"117","22857"
"118","16519"
"119","22867"
"120","16518"
"121","16509"
"122","22868"
"123","16510"
"124","22858"
"125","17616"
"126","17617"
"127","22869"
"128","22859"
"129","16485"
"130","16487"
"131","22870"
"132","22860"
"133","29382"
"134","34641"
"135","29383"
"136","33501"
"137","33968"
"138","32783"
"139","32909"
"140","30894"
"141","28362"
"142","33517"
"143","34562"
"144","34919"
"145","28670"
"146","34564"
"147","30050"
"148","34574"
"149","34352"
"150","34341"
"151","34434"
"152","33516"
"153","34436"
"154","34447"
"155","34394"
"156","34942"
"157","29096"
"158","31068"
"159","34169"
"160","34384"
"161","30153"
"162","33868"
"163","33863"
"164","33927"
"165","33862"
"166","33966"
"167","27863"
"168","27864"
"169","29094"
"170","33296"
"171","33864"
"172","34986"
"173","34985"
"174","34987"
"175","34988"
"176","34989"
"177","34990"
"178","34991"
"179","34992"
"180","34993"
"181","34994"
"182","34995"
"183","34996"
"184","34997"
"185","34998"
"186","34999"
"187","35000"
"188","35001"
"189","35002"
"190","35003"
"191","35004"
"192","35005"
"193","35006"
"194","35007"
"195","35008"
"196","35009"
"197","35010"
"198","35011"
"199","35012"
"200","35013"
"201","35014"
"202","35015"
"203","35016"
"204","35017"
"205","35018"
"206","35019"
"207","35020"
"208","35021"
"209","35022"
"210","35023"
"211","35024"
"212","35025"
"213","35026"
"214","35027"
"215","35028"
"216","35029"
"217","35030"
"218","35031"
"219","35032"
"220","35033"
"221","35034"
"222","35035"
"223","35036"
"224","35037"
"225","35038"
"226","35039"
"227","35040"
"228","35041"
"229","35042"
"230","35043"
"231","35044"
"232","35045"
"233","35046"
"234","35047"
"235","35048"
"236","35049"
"237","35050"
"238","35051"
"239","35052"
"240","35053"
"241","35054"
"242","35055"
"243","35056"
"244","35057"
"245","35058"
"246","35059"
"247","35060"
"248","35061"
"249","35062"
"250","35063"
"251","35064"
"252","35065"
"253","35066"
"254","35067"
"255","35068"
"256","35069"
"257","35070"
"258","35071"
"259","35072"
"260","35073"
"261","35074"
"262","35075"
"263","35076"
"264","35077"
"265","35078"
"266","35079"
"267","35080"
"268","35081"
"269","35082"
"270","35083"
"271","35084"
"272","35085"
"273","35086"
"274","35087"
"275","35088"
"276","35089"
"277","35090"
"278","35091"
"279","35092"
"280","35093"
"281","35094"
"282","35095"
"283","35096"
"284","35097"
"285","35098"
"286","35099"
"287","35100"
"288","35101"
"289","35102"
"290","35103"
"291","35104"
"292","35105"
"293","35106"
"294","35107"
"295","35108"
"296","35109"
"297","35110"
"298","35111"
"299","35112"
"300","35113"
"301","35114"
"302","35115"
"303","19530"
"304","19533"
"305","20428"
"306","19531"
"307","19532"
"308","33192"
"309","30164"
"310","30169"
"311","30185"
"312","30189"
"313","30165"
"314","30170"
"315","30166"
"316","30171"
"317","30190"
"318","30172"
"319","30167"
"320","30192"
"321","30168"
"322","30173"
"323","30194"
"324","32904"
"325","32903"
"326","32650"
"327","33331"
"328","16526"
"329","23251"
"330","16528"
"331","23252"
"332","23253"
"333","16503"
"334","23254"
"335","16501"
"336","23255"
"337","17570"
"338","17573"
"339","23256"
"340","29604"
"341","29605"
"342","16506"
"343","23257"
"344","16507"
"345","23258"
"346","23259"
"347","16521"
"348","23260"
"349","16524"
"350","16514"
"351","23244"
"352","16516"
"353","23243"
"354","17610"
"355","23261"
"356","23262"
"357","17613"
"358","23263"
