Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
"16","114075","1","734","0","0","1"
"17","106280","1","734","0","1","1"
"18","106280","1","734","0","2","1"
"19","114075","1","734","1","0","1"
"20","106280","1","734","1","1","1"
"21","106280","1","734","1","2","1"
"22","114074","1","728","0","0","1"
"23","106280","1","728","0","1","1"
"24","106280","1","728","0","2","1"
"25","114074","1","728","1","0","1"
"26","106280","1","728","1","1","1"
"27","106280","1","728","1","2","1"
"28","114073","1","727","0","0","1"
"29","106280","1","727","0","1","1"
"30","106280","1","727","0","2","1"
"31","114073","1","727","1","0","1"
"32","106280","1","727","1","1","1"
"33","106280","1","727","1","2","1"
"34","114072","1","649","0","0","1"
"35","106280","1","649","0","1","1"
"36","106280","1","649","0","2","1"
"37","114072","1","649","1","0","1"
"38","106280","1","649","1","1","1"
"39","106280","1","649","1","2","1"
"41","106637","1","621","0","0","1"
"42","25165","1","621","0","1","1"
"43","106637","1","621","1","0","1"
"44","25165","1","621","1","1","1"
"45","114076","1","738","0","0","1"
"46","108619","1","738","0","1","1"
"47","108619","1","738","0","2","1"
"48","108619","1","738","0","3","1"
"49","108619","1","738","0","4","1"
"50","114076","1","738","1","0","1"
"51","108619","1","738","1","1","1"
"52","108619","1","738","1","2","1"
"53","108619","1","738","1","3","1"
"54","108619","1","738","1","4","1"
"55","114078","1","737","0","0","1"
"56","108619","1","737","0","1","1"
"57","108619","1","737","0","2","1"
"58","108619","1","737","0","3","1"
"59","108619","1","737","0","4","1"
"60","114078","1","737","1","0","1"
"61","108619","1","737","1","1","1"
"62","108619","1","737","1","2","1"
"63","108619","1","737","1","3","1"
"64","108619","1","737","1","4","1"
"65","114077","1","736","0","0","1"
"66","108619","1","736","0","1","1"
"67","108619","1","736","0","2","1"
"68","108619","1","736","0","3","1"
"69","108619","1","736","0","4","1"
"70","114077","1","736","1","0","1"
"71","108619","1","736","1","1","1"
"72","108619","1","736","1","2","1"
"73","108619","1","736","1","3","1"
"74","108619","1","736","1","4","1"
"75","114076","1","735","0","0","1"
"76","108619","1","735","0","1","1"
"77","108619","1","735","0","2","1"
"78","108619","1","735","0","3","1"
"79","108619","1","735","0","4","1"
"80","114076","1","735","1","0","1"
"81","108619","1","735","1","1","1"
"82","108619","1","735","1","2","1"
"83","108619","1","735","1","3","1"
"84","108619","1","735","1","4","1"
"85","109032","1","743","0","0","1"
"86","111011","2","743","0","1","0"
"87","109032","1","743","1","0","1"
"88","111011","2","743","1","1","0"
"89","114023","1.2","683","0","0","1"
"90","106410","1","683","0","1","1"
"91","106410","1","683","0","2","1"
"92","114023","1.2","683","1","0","1"
"93","106410","1","683","1","1","1"
"94","106410","1","683","1","2","1"
"95","114024","1","784","0","0","1"
"96","106410","1","784","0","1","1"
"97","106410","1","784","0","2","1"
