Id,Unknown0,Unknown1,Unknown2,Unknown3
"137","354","7","0","0"
"169","354","70","0","0"
"170","354","71","0","0"
"171","354","72","0","0"
"172","354","73","0","0"
"208","122","771","1","0"
"209","122","772","2","1"
"210","122","773","4","2"
"235","189","765","1","0"
"236","189","766","2","1"
"252","244","119","1","0"
"253","244","362","2","1"
"254","244","113","4","2"
"267","354","85","0","0"
"268","444","125","0","0"
"269","444","132","0","0"
"270","444","134","0","0"
"275","462","157","1","0"
"277","462","149","6","2"
"278","462","150","5","1"
"298","175","113","1","0"
"299","175","173","2","1"
"300","175","409","4","2"
"301","175","112","10","0"
"302","175","178","15","1"
"303","175","179","20","2"
"310","94","110","1","0"
"311","94","194","2","1"
"312","94","160","4","2"
"313","94","193","10","0"
"314","94","197","15","1"
"315","94","198","20","2"
"319","116","384","1","0"
"320","116","204","2","1"
"321","116","208","4","2"
"322","116","202","10","0"
"323","116","206","15","1"
"324","116","209","20","2"
"325","249","210","1","0"
"326","249","212","2","1"
"328","249","120","10","0"
"329","249","214","15","1"
"330","249","218","20","2"
"331","248","219","1","0"
"332","248","223","2","1"
"333","248","226","4","2"
"334","248","221","10","0"
"335","248","225","15","1"
"337","106","118","1","0"
"338","106","123","2","1"
"339","106","233","4","2"
"340","106","228","10","0"
"341","106","230","15","1"
"342","106","232","20","2"
"354","375","118","1","0"
"355","375","124","2","1"
"356","375","122","4","2"
"357","375","186","10","0"
"358","375","273","15","1"
"359","375","214","20","2"
"361","248","227","20","2"
"363","202","110","1","0"
"364","202","348","2","1"
"365","202","345","4","2"
"367","202","247","15","1"
"368","202","206","20","2"
"375","202","347","10","0"
"376","411","349","1","0"
"377","411","347","2","1"
"378","411","352","4","2"
"379","411","492","10","0"
"380","411","350","15","1"
"381","411","354","20","2"
"382","207","356","1","0"
"383","207","165","2","1"
"384","207","359","4","2"
"385","207","355","10","0"
"386","207","357","15","1"
"387","207","124","20","2"
"394","278","110","1","0"
"395","278","165","2","1"
"396","278","364","4","2"
"397","278","360","10","0"
"398","278","362","15","1"
"399","278","366","20","2"
"400","286","367","1","0"
"401","286","369","2","1"
"402","286","364","4","2"
"403","286","160","10","0"
"404","286","371","15","1"
"405","286","159","20","2"
"406","528","110","1","0"
"407","528","347","2","1"
"408","528","202","4","2"
"412","166","349","1","0"
"413","166","375","2","1"
"414","166","376","4","2"
"415","166","377","10","0"
"416","166","283","15","1"
"417","166","163","20","2"
"418","400","378","1","0"
"419","400","339","2","1"
"420","400","383","4","2"
"421","400","380","10","0"
"422","400","382","15","1"
"423","400","250","20","2"
"427","256","116","1","0"
"428","256","278","2","1"
"429","256","386","4","2"
"430","256","202","10","0"
"431","256","279","15","1"
"432","256","387","20","2"
"433","389","384","1","0"
"434","389","389","2","1"
"435","389","390","4","2"
"436","389","202","10","0"
"437","389","392","15","1"
"438","389","278","20","2"
"439","56","393","1","0"
"440","56","347","2","1"
"441","56","170","4","2"
"442","56","122","10","0"
"443","56","256","15","1"
"444","56","169","20","2"
"445","212","394","1","0"
"446","212","396","2","1"
"448","212","398","10","0"
"449","212","303","15","1"
"450","212","400","20","2"
"452","212","402","4","2"
"453","291","394","1","0"
"454","291","268","2","1"
"455","291","405","4","2"
"456","291","753","10","0"
"457","291","298","15","1"
"458","291","404","20","2"
"459","500","406","1","0"
"460","500","409","2","1"
"461","500","407","4","2"
"462","500","178","10","0"
"463","500","392","15","1"
"464","500","282","20","2"
"465","380","424","1","0"
"466","380","357","2","1"
"467","380","411","4","2"
"468","380","412","10","0"
"469","380","283","15","1"
"470","380","541","20","2"
"477","535","118","1","0"
"478","535","414","2","1"
"479","535","418","4","2"
"480","535","413","10","0"
"481","535","416","15","1"
"482","535","419","20","2"
"483","186","110","1","0"
"484","186","122","2","1"
"485","186","422","4","2"
"486","186","421","10","0"
"487","186","420","15","1"
"488","186","394","20","2"
"489","115","118","1","0"
"490","115","419","2","1"
"491","115","423","4","2"
"492","115","424","10","0"
"493","115","426","15","1"
"494","115","276","20","2"
"536","240","429","1","0"
"537","240","436","2","1"
"538","240","364","4","2"
"539","240","437","10","0"
"540","240","347","15","1"
"541","240","621","20","2"
"542","242","429","1","0"
"543","242","440","2","1"
"544","242","364","4","2"
"545","242","441","10","0"
"546","242","442","15","1"
"547","242","536","20","2"
"554","213","452","1","0"
"555","213","453","2","1"
"556","213","456","4","2"
"557","213","455","10","0"
"558","213","457","15","1"
"559","213","459","20","2"
"560","342","114","1","0"
"561","342","460","2","1"
"562","342","751","4","2"
"563","342","113","10","0"
"564","342","463","15","1"
"565","342","461","20","2"
"566","292","114","1","0"
"567","292","763","2","1"
"568","292","751","4","2"
"569","292","421","10","0"
"570","292","323","15","1"
"571","292","273","20","2"
"572","93","113","1","0"
"573","93","256","2","1"
"574","93","471","4","2"
"575","93","472","10","0"
"576","93","468","15","1"
"577","93","650","20","2"
"578","157","228","1","0"
"579","157","474","2","1"
