Id,Unknown0
"1","Interface\Icons\Trade_Engineering"
"9","Interface\Icons\Spell_Shadow_BlackPlague"
"10","Interface\Icons\Spell_Nature_NaturesBlessing"
"11","Interface\Icons\Spell_Fire_Fire"
"12","Interface\Icons\Spell_Fire_Fireball"
"13","Interface\Icons\Spell_Nature_MagicImmunity"
"14","Interface\Icons\Spell_Frost_Frost"
"15","Interface\Icons\Spell_Frost_Stun"
"16","Interface\Icons\Spell_Fire_FireArmor"
"17","Interface\Icons\Spell_Frost_IceShock"
"18","Interface\Icons\Spell_Fire_FireBolt"
"19","Interface\Icons\Spell_Nature_LightningShield"
"20","Interface\Icons\Spell_Nature_StrangleVines"
"21","Interface\Icons\Spell_Nature_FarSight"
"22","Interface\Icons\Spell_Shadow_ShadeTrueSight"
"23","Interface\Icons\Ability_ShockWave"
"24","Interface\Icons\Spell_Nature_Reincarnation"
"25","Interface\Icons\Ability_ThunderBolt"
"26","Interface\Icons\Ability_MeleeDamage"
"27","Interface\Icons\Spell_Nature_Slow"
"28","Interface\Icons\Ability_Defend"
"29","Interface\Icons\Ability_Seal"
"30","Interface\Icons\Spell_Nature_Invisibilty"
"31","Interface\Icons\Spell_Fire_Immolation"
"32","Interface\Icons\Spell_Ice_Lament"
"33","Interface\Icons\Spell_Fire_SealOfFire"
"34","Interface\Icons\Spell_Fire_FlameBlades"
"35","Interface\Icons\Spell_Frost_Glacier"
"36","Interface\Icons\Spell_Frost_ManaRecharge"
"37","Interface\Icons\Spell_Fire_SelfDestruct"
"38","Interface\Icons\Spell_Nature_BloodLust"
"39","Interface\Icons\Spell_Nature_NatureTouchGrow"
"40","Interface\Icons\Spell_Nature_NatureTouchDecay"
"41","Interface\Icons\Spell_Nature_DryadDispelMagic"
"42","Interface\Icons\Ability_ThunderClap"
"44","Interface\Icons\Spell_Nature_Sleep"
"45","Interface\Icons\Spell_Fire_MeteorStorm"
"46","Interface\Icons\Spell_Nature_MoonGlow"
"47","Interface\Icons\Spell_Nature_Purge"
"48","Interface\Icons\Spell_Shadow_MindSteal"
"49","Interface\Icons\Ability_EyeOfTheOwl"
"50","Interface\Icons\Ability_BullRush"
"51","Interface\Icons\Spell_Holy_InnerFire"
"52","Interface\Icons\Spell_Holy_Devotion"
"53","Interface\Icons\Spell_Nature_Thorns"
"54","Interface\Icons\Spell_Nature_Brilliance"
"55","Interface\Icons\Spell_Shadow_ChillTouch"
"56","Interface\Icons\Spell_Frost_FreezingBreath"
"57","Interface\Icons\Spell_Fire_EnchantWeapon"
"58","Interface\Icons\Spell_Nature_TimeStop"
"59","Interface\Icons\Spell_Misc_Food"
"60","Interface\Icons\Spell_Misc_Drink"
"61","Interface\Icons\Spell_Shadow_RaiseDead"
"62","Interface\Icons\Spell_Nature_Lightning"
"63","Interface\Icons\Spell_Nature_Strength"
