Id,Unknown0,Unknown1,Unknown2,Unknown3
"1","0.25","Consumable","0","0"
"2","0.25","Container","1","0"
"3","0.2","Weapon","2","1"
"4","0.25","Gem","3","0"
"5","0.2","Armor","4","0"
"6","0.25","Reagent","5","0"
"7","0.25","Tradeskill","6","0"
"8","0.25","Item Enhancement!","7","0"
"9","0.25","Item Enhancement","8","0"
"10","0.25","Recipe","9","0"
"11","0.25","Money(OBSOLETE)","10","0"
"12","0.25","Quiver","11","0"
"13","0.25","Quest","12","0"
"14","0.25","Key","13","0"
"15","0.25","Permanent(OBSOLETE)","14","0"
"16","0.25","Miscellaneous","15","0"
"17","0.25","Glyph","16","0"
"18","0.25","Battle Pets","17","0"
"19","0.25","WoW Token","18","0"
