Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown13,Unknown14
"1","Purple Crystal","0","0.5","0.5","66784","1","0","0","1","10","0","1","0","0"
"2","Blue Crystal","0","0.5","0.5","0","1","0","0","2","12","0","0","0","0"
"3","Red Crystal","0","0.5","0.5","66785","1","0","0","3","11","0","1","0","0"
"5","Yellow Spikes","0","0.5","0.5","0","2","12549","0","1","18","0","0","0","0"
"6","Green Spikes","0","0.5","0.5","0","2","0","0","3","19","0","0","0","0"
"7","Fiery Spikes","0","0.5","0.5","0","2","0","0","2","20","0","0","0","0"
"8","Ashbringer","13946667","0.5","0.5","0","3","37718","62","2","9","0","0","0","0"
"9","Ashbringer","12207429","0.5","0.5","0","3","0","62","1","10","1","0","0","0"
"10","Ashbringer","2777830","0.5","0.5","0","3","37719","62","3","11","0","0","0","0"
"11","Ashbringer","7194424","0.5","0.5","0","3","37720","62","4","12","0","0","0","0"
"12","Ashbringer","13753664","0.5","0.5","0","4","37722","65","2","13","0","0","0","0"
"13","Ashbringer","14170168","0.5","0.5","0","4","37721","65","1","14","0","0","0","0"
"14","Ashbringer","4341749","0.5","0.5","0","4","37723","65","3","15","0","0","0","0"
"15","Ashbringer","2400311","0.5","0.5","0","4","37724","65","4","16","0","0","0","0"
"16","Ashbringer","15636775","0.5","0.5","0","5","37725","63","1","17","0","0","0","0"
"17","Ashbringer","9769406","0.8","0.7","0","6","37726","66","1","18","0","0","0","0"
"18","Ashbringer","5384685","0.5","0.6","0","6","37728","66","2","19","0","0","0","0"
"19","Ashbringer","46171","0.7","0.5","0","6","37729","66","3","20","0","0","0","0"
"20","Ashbringer","2918886","0.7","0.5","0","6","37730","66","4","21","0","0","0","0"
"21","Ashbringer","15526961","0.5","0.5","0","7","37734","64","3","22","2","0","0","0"
"22","Ashbringer","16250871","0.5","0.5","0","7","37735","64","2","23","2","0","0","0"
"23","Ashbringer","4385004","0.5","0.5","0","7","37736","64","1","24","2","0","0","0"
"24","Ashbringer","5054922","0.5","0.5","0","7","37727","64","4","25","2","0","0","0"
"25","Twinblades of the Deceiver","3666175","0.5","0.5","0","8","37718","72","2","9","0","0","0","0"
"26","Twinblades of the Deceiver","6870528","0.5","0.5","0","8","0","72","1","10","1","0","0","0"
"27","Twinblades of the Deceiver","9845974","0.5","0.5","0","8","37719","72","3","11","0","0","0","0"
"28","Twinblades of the Deceiver","15477542","0.5","0.5","0","8","37720","72","4","12","0","0","0","0"
"29","Twinblades of the Deceiver","4433378","0.5","0.5","0","9","37722","76","2","13","0","0","0","0"
"30","Twinblades of the Deceiver","9627184","0.5","0.5","0","9","37721","76","1","14","0","0","0","0"
"31","Twinblades of the Deceiver","9980106","0.5","0.5","0","9","37723","76","3","15","0","0","0","0"
"32","Twinblades of the Deceiver","14958913","0.5","0.5","0","9","37724","76","4","16","0","0","0","0"
"33","Twinblades of the Deceiver","8200995","0.5","0.5","0","10","37733","75","4","17","0","0","0","0"
"34","Twinblades of the Deceiver","9231422","0.5","0.5","0","10","37731","75","2","18","0","0","0","0"
"35","Twinblades of the Deceiver","10767320","0.5","0.5","0","10","37732","75","3","19","0","0","0","0"
"36","Twinblades of the Deceiver","16064287","0.5","0.5","0","10","37725","75","1","20","0","0","0","0"
"37","Twinblades of the Deceiver","13127224","0.5","0.5","0","11","37727","77","1","21","2","0","0","0"
"38","Twinblades of the Deceiver","11200571","0.5","0.5","0","11","37734","77","2","22","2","0","0","0"
"39","Twinblades of the Deceiver","15311409","0.5","0.5","0","11","37735","77","3","23","2","0","0","0"
"40","Twinblades of the Deceiver","12598501","0.5","0.5","0","11","37736","77","4","24","2","0","0","0"
"41","Twinblades of the Deceiver","4626395","0.5","0.5","0","12","37729","73","3","25","0","0","0","0"
"42","Twinblades of the Deceiver","3657332","0.5","0.5","0","12","37728","73","2","26","0","0","0","0"
"43","Twinblades of the Deceiver","7223739","0.5","0.5","0","12","37726","73","1","27","0","0","0","0"
"44","Twinblades of the Deceiver","15857465","0.5","0.5","0","12","37730","73","4","28","0","0","0","0"
"45","G'Hanir, the Mother Tree","4282440273","0.5","0.5","0","13","0","61","1","9","1","0","0","0"
