Id,Unknown0
"21","1024"
"451827","1280"
"1014195","640"
"1068350","1920"
"455941","1280"
"455943","1280"
"457507","1280"
"458395","1280"
"576813","1280"
"576815","1280"
"576817","1280"
"576958","1280"
"644049","1280"
"644125","1280"
"644130","1280"
"644132","1280"
"644140","1280"
"644142","1280"
"654948","1280"
"668415","1280"
"668417","1280"
"916404","1280"
"916406","1280"
"1005721","1280"
"1005722","1280"
"1005723","1280"
"1068349","1280"
"1068460","1280"
"1068463","1280"
"1068466","1280"
"1068469","1280"
"1068472","1280"
"1068487","1280"
"1068491","1280"
"1068493","1280"
"1068497","1280"
"1068500","1280"
"1068503","1280"
"1068825","1280"
"1112521","1280"
"1137815","1280"
"1137818","1280"
"1139549","1280"
"1139552","1280"
"1445603","1280"
"1465855","1280"
"1467044","1280"
"1467052","1280"
"1467055","1280"
"1467231","1280"
"1467243","1280"
"1467244","1280"
"1467285","1280"
"1467307","1280"
"1502177","1280"
"1506970","1280"
"1506973","1280"
"1507852","1280"
"1507856","1280"
"1507859","1280"
"1507878","1280"
"1507891","1280"
"1551612","1280"
"1014196","640"
"1014197","640"
"1014198","640"
"1014199","640"
"1014200","640"
"1014201","640"
"1014202","640"
"1014203","640"
"1014204","640"
"1014205","640"
"1014206","640"
"1014207","640"
"1014208","640"
"1014209","640"
"1014210","640"
"1014211","640"
"1014212","640"
"1014213","640"
"1014214","640"
"1014215","640"
"1014216","640"
"1068348","640"
"1068459","640"
"1068462","640"
"1068465","640"
"1068468","640"
"1068471","640"
"1068488","640"
"1068490","640"
"1068492","640"
"1068496","640"
"1068499","640"
"1068502","640"
"1068824","640"
"1112520","640"
"1137814","640"
"1137817","640"
"1139548","640"
"1139551","640"
"1140700","640"
"1455736","640"
"1455737","640"
"1467030","640"
"1467053","640"
"1467054","640"
"1467230","640"
"1467242","640"
"1467284","640"
"1467306","640"
"1467363","640"
"1502179","640"
"1506971","640"
"1506975","640"
"1507853","640"
"1507854","640"
"1507858","640"
"1507882","640"
"1507889","640"
"1551613","640"
"1068461","1920"
"1068464","1920"
"1068467","1920"
"1068470","1920"
"1068473","1920"
"1068486","1920"
"1068489","1920"
"1068494","1920"
"1068495","1920"
"1068498","1920"
"1068501","1920"
"1068823","1920"
"1112522","1920"
"1137813","1920"
"1137816","1920"
"1139550","1920"
"1139553","1920"
"1445602","1920"
"1465856","1920"
"1467029","1920"
"1467051","1920"
"1467056","1920"
"1467232","1920"
"1467241","1920"
"1467245","1920"
"1467283","1920"
"1467305","1920"
"1502178","1920"
"1506972","1920"
"1506974","1920"
"1507851","1920"
"1507855","1920"
"1507857","1920"
"1507881","1920"
"1507890","1920"
"1551611","1920"
