Id,Unknown0,Unknown2
"116902","0","18251"
"116903","0","18270"
"116904","0","18269"
"116905","0","18268"
"116906","0","18267"
"116907","0","18266"
"116908","0","18265"
"116909","0","18264"
"116910","0","18263"
"116911","0","18262"
"116912","0","18261"
"116913","0","18260"
"116914","0","18259"
"116915","0","18258"
"116916","0","18257"
"116917","0","18256"
"116918","0","18255"
"116919","0","18254"
"116920","0","18253"
"116921","0","18252"
"117170","0","18250"
"117400","0","18247"
"117412","0","18246"
"117437","0","18245"
"117721","0","18272"
"118135","0","18271"
"118355","0","18239"
"118652","0","18238"
"118653","0","18241"
"118654","0","18236"
"118667","0","18240"
"118798","0","18235"
"119063","0","18244"
"119159","0","18243"
"119369","0","18249"
"119376","0","18248"
"119563","0","18242"
"119940","0","18230"
"120263","0","18232"
"120294","0","18229"
"120590","0","18234"
"120791","0","18237"
"121087","0","18233"
"121287","0","18231"
"121608","0","18198"
"121768","0","18203"
"121941","0","18152"
"121942","0","18151"
"121961","0","18150"
"122055","0","18228"
"122414","0","18205"
"122560","0","18204"
"122738","0","18202"
"122815","0","18201"
"122866","0","18200"
"122870","0","18199"
"122877","0","18227"
"122883","0","18226"
"122886","0","18225"
"122889","0","18224"
"122893","0","18223"
"122895","0","18222"
"122899","0","18221"
"122906","0","18220"
"122910","0","18219"
"122914","0","18218"
"122924","0","18217"
"122952","0","18216"
"122953","0","18215"
"122955","0","18214"
"122957","0","18213"
"122961","0","18212"
"122965","0","18211"
"122968","0","18210"
"122971","0","18209"
"122975","0","18208"
"122977","0","18207"
"122982","0","18206"
"122988","0","17969"
"122994","0","17968"
"122997","0","17967"
"122999","0","17966"
"123001","0","17965"
"123004","0","17964"
"123005","0","17963"
"123014","0","17962"
"123020","0","17961"
"123035","0","17960"
"123040","0","17959"
"123051","0","17958"
"123053","0","17957"
"123055","0","17956"
"123058","0","17955"
"123067","0","17954"
"123071","0","17953"
"123079","0","17952"
"123081","0","17951"
"123088","0","17950"
"123090","0","17949"
"123100","0","17948"
"123101","0","17947"
"123105","0","17946"
"123120","0","17945"
"123124","0","17944"
"123129","0","17943"
"123130","0","17942"
"123133","0","17941"
"123137","0","17940"
"123148","0","17939"
"123162","0","17938"
"123170","0","17937"
"123171","0","17936"
"123182","0","17935"
"123194","0","18065"
"123200","0","18064"
"123205","0","18063"
"123214","0","18062"
"123225","0","18061"
"123235","0","18060"
"123240","0","18059"
"123247","0","18058"
"123248","0","18057"
"123249","0","18056"
"123250","0","18055"
"123251","0","18054"
"123265","0","18053"
"123266","0","18052"
"123268","0","18051"
"123275","0","18050"
"123284","0","18049"
"123285","0","18048"
"123288","0","18047"
"123291","0","18046"
"123299","0","17463"
"123304","0","17462"
"123306","0","17461"
"123307","0","17460"
"123320","0","17459"
"123324","0","17458"
"123329","0","17457"
"123335","0","17456"
"123337","0","17455"
"123343","0","17454"
"123344","0","17453"
"123345","0","17452"
"123348","0","17451"
"123355","0","17450"
"123362","0","17449"
"123366","0","17448"
"123367","0","17447"
"123371","0","17446"
"123372","0","17445"
