Id,Unknown0,Unknown1,Unknown2,Unknown3
"1","625988","0","100","0"
"2","625564","481154","100","0"
"14","458394","481156","100","0"
"16","625989","512108","100","0"
"18","457498","462899","250","0"
"21","455940","481159","100","0"
"22","452603","463770","100","0"
"23","455939","481144","100","0"
"27","625565","481145","100","0"
"73","576955","0","100","0"
"74","576956","0","100","0"
"75","576957","0","100","0"
"76","577085","577086","100","0"
"115","644071","644072","100","0"
"116","644124","644127","100","0"
"117","644128","644129","100","0"
"118","644134","644135","100","0"
"119","644136","644137","100","0"
"120","644138","644139","100","0"
"121","654949","0","100","0"
"123","644124","0","100","0"
"127","668414","0","100","0"
"128","668416","0","100","0"
"151","916419","916420","100","0"
"152","916417","916418","100","0"
"167","1068485","1084616","100","66"
"168","1068482","1084619","100","76"
"177","1068483","1084613","100","77"
"185","1068480","1084617","100","79"
"187","1068481","1084618","100","80"
"188","1068484","1084615","100","81"
"189","1068476","1084623","100","82"
"190","1068475","1084611","100","83"
"191","1068474","1084612","100","84"
"192","1068351","1084620","100","85"
"193","1068478","1084621","100","86"
"194","1068477","1084622","100","87"
"195","1068826","1084614","100","0"
"270","1112524","1112523","100","93"
"292","1137841","1137842","100","95"
"293","1137839","1137840","100","96"
"294","1139556","0","100","97"
"295","1139557","1139555","100","98"
"469","1487142","1488492","100","0"
"470","1487144","1488497","100","0"
"471","1487143","1488493","100","0"
"472","1487147","0","100","0"
"473","1487148","0","100","0"
"474","1487145","1488498","100","0"
"475","1487146","1488499","100","0"
"476","1487156","1488494","100","0"
"477","1487155","1488496","100","0"
"478","1487157","1488495","100","0"
"483","1506512","0","100","0"
"484","1506511","0","100","0"
"485","1510277","1513096","100","0"
"486","1505326","0","100","0"
"487","1506318","1513097","100","0"
"488","1506319","1513098","100","0"
"489","1510075","1513565","100","0"
"490","1510074","1513564","100","0"
"496","0","0","100","0"
"549","1558961","1558957","100","0"
"269","625988","0","100","0"
"308","625988","0","100","0"
"315","625988","0","100","0"
"32","455940","481159","100","0"
"33","452603","463770","100","0"
"198","1068482","1084619","100","76"
"178","1068483","1084613","100","77"
"199","1068480","1084617","100","79"
"304","1112524","1112523","100","93"
"497","1487143","1488493","100","0"
"542","1487147","0","100","0"
"534","1487148","0","100","0"
"533","1487145","1488498","100","0"
"494","1487146","1488499","100","0"
"495","1487146","1488499","100","0"
"531","1506318","1513097","100","0"
"532","1506319","1513098","100","0"
"535","1510074","1513564","100","0"
