Id,Unknown0
"1","126"
"41","20"
"61","255"
"62","128"
"70","0"
"154","2"
"211","1"
"319","122"
"322","200"
"353","120"
"367","127"
"443","240"
"477","100"
"482","110"
"66","126"
"474","126"
"512","20"
"65","255"
"76","255"
"80","255"
"114","255"
"219","255"
"237","255"
"250","255"
"294","255"
"347","255"
"350","255"
"476","255"
"63","128"
"64","128"
"67","128"
"68","128"
"69","128"
"72","128"
"73","128"
"75","128"
"77","128"
"78","128"
"79","128"
"81","128"
"82","128"
"92","128"
"99","128"
"101","128"
"104","128"
"111","128"
"112","128"
"113","128"
"115","128"
"116","128"
"117","128"
"140","128"
"145","128"
"146","128"
"147","128"
"152","128"
"153","128"
"161","128"
"162","128"
"166","128"
"167","128"
"168","128"
"169","128"
"170","128"
"171","128"
"175","128"
"176","128"
"177","128"
"179","128"
"180","128"
"183","128"
"184","128"
"185","128"
"186","128"
"187","128"
"188","128"
"189","128"
"190","128"
"191","128"
"192","128"
"193","128"
"194","128"
"195","128"
"196","128"
"197","128"
"198","128"
"199","128"
"200","128"
"201","128"
"204","128"
"205","128"
"207","128"
"208","128"
"209","128"
"210","128"
"212","128"
"214","128"
"215","128"
"216","128"
"217","128"
"218","128"
"220","128"
"221","128"
"222","128"
"223","128"
"224","128"
"225","128"
"226","128"
"227","128"
"228","128"
"229","128"
"230","128"
"231","128"
"232","128"
"233","128"
"234","128"
"235","128"
"236","128"
"238","128"
"239","128"
"240","128"
"241","128"
"242","128"
"243","128"
"244","128"
"245","128"
"246","128"
"248","128"
"249","128"
"252","128"
"253","128"
"256","128"
"257","128"
"258","128"
"259","128"
"260","128"
"261","128"
"263","128"
"264","128"
"265","128"
"268","128"
"269","128"
"270","128"
"271","128"
"275","128"
"276","128"
"277","128"
"278","128"
"279","128"
"280","128"
"281","128"
"282","128"
"283","128"
"284","128"
"285","128"
"286","128"
"287","128"
"289","128"
"290","128"
"291","128"
"292","128"
"295","128"
"296","128"
"297","128"
"298","128"
"299","128"
"300","128"
"301","128"
"302","128"
"303","128"
"304","128"
"305","128"
"306","128"
"307","128"
"308","128"
"310","128"
"311","128"
"313","128"
"314","128"
"316","128"
"318","128"
"320","128"
"321","128"
"324","128"
"325","128"
"330","128"
"331","128"
"333","128"
"336","128"
"337","128"
"338","128"
"339","128"
"340","128"
"341","128"
"343","128"
"344","128"
"345","128"
"346","128"
"348","128"
"349","128"
"351","128"
"352","128"
"354","128"
"355","128"
"356","128"
"358","128"
"359","128"
"360","128"
"365","128"
"368","128"
"376","128"
"377","128"
"378","128"
"379","128"
"380","128"
"381","128"
"382","128"
"383","128"
"384","128"
"385","128"
"470","128"
"471","128"
"472","128"
"475","128"
"490","128"
"491","128"
"492","128"
"493","128"
"494","128"
"495","128"
"496","128"
"497","128"
"498","128"
"499","128"
"500","128"
"501","128"
"502","128"
"503","128"
"504","128"
"505","128"
"506","128"
"507","128"
"508","128"
"509","128"
"510","128"
"511","128"
"513","128"
"514","128"
"515","128"
"518","128"
"519","128"
"528","128"
"529","128"
"530","128"
"531","128"
"532","128"
"533","128"
"534","128"
"535","128"
"536","128"
"537","128"
"538","128"
"539","128"
"540","128"
"541","128"
"542","128"
"543","128"
"544","128"
"545","128"
"546","128"
"547","128"
"548","128"
"550","128"
"551","128"
"552","128"
"553","128"
"555","128"
"556","128"
"557","128"
"558","128"
"559","128"
"560","128"
"561","128"
"562","128"
"563","128"
"564","128"
"566","128"
"567","128"
"568","128"
"569","128"
"570","128"
"571","128"
"572","128"
"573","128"
"574","128"
"575","128"
"576","128"
"583","128"
"593","128"
"621","128"
"71","0"
"74","0"
"91","0"
"100","0"
"178","0"
"182","0"
"206","0"
"262","0"
"288","0"
"293","0"
"309","0"
"312","0"
"315","0"
"317","0"
"521","0"
"565","0"
"549","1"
"357","120"
"361","120"
"362","120"
"363","120"
"364","120"
"366","120"
"369","120"
"370","120"
"371","120"
"372","120"
"444","240"
"445","240"
"446","240"
"447","240"
"448","240"
"449","240"
"450","240"
"451","240"
"452","240"
"453","240"
"454","240"
"455","240"
"456","240"
"457","240"
"458","240"
"459","240"
"460","240"
"461","240"
"462","240"
"463","240"
"464","240"
"465","240"
"466","240"
"467","240"
"468","240"
"478","100"
"479","100"
"480","100"
"481","100"
"484","100"
"486","100"
"487","100"
"489","100"
"554","100"
"483","110"
"485","110"
"488","110"
